symbol;asOfDate;EBIT;InvestedCapital;roic;MarketCap;CashAndCashEquivalents;totalDebt;preferredequity;faustmannRatio;industry
AMKR;2025-03-31 00:00:00;450138000.0;5305732000.0;0.0700201016862517;5459937792;1057560000.0;;0.0;;Semiconductor Equipment & Materials
AMP;2025-03-31 00:00:00;4062000000.0;11597000000.0;0.2807729216176597;51046035456;7974000000.0;;0.0;;Asset Management
AMT;2025-03-31 00:00:00;4687000000.0;40397100000.0;0.1022617865391327;103318052864;2103700000.0;43802500000.0;0.0;-79.37163160789737;REIT - Specialty
AMTM;2025-03-31 00:00:00;382000000.0;9106000000.0;0.0331407862947507;5888392704;546000000.0;5440000000.0;0.0;1.3980039658119658;Specialty Business Services
AMZN;2025-03-31 00:00:00;79613000000.0;359241000000.0;0.1890761379909308;2328813371392;66207000000.0;;0.0;;Internet Retail
AN;2025-03-31 00:00:00;1337500000.0;11005000000.0;0.091767935029532;7933442048;70500000.0;;0.0;;Auto & Truck Dealerships
ANET;2025-03-31 00:00:00;3143216000.0;10119100000.0;0.2689586604674329;129849565184;1845100000.0;;0.0;;Computer Hardware
ANGI;2025-03-31 00:00:00;57877000.0;1546081000.0;0.029573372934535772;780268608;386564000.0;575784000.0;0.0;0.5750541934656535;Internet Content & Information
ANSS;2025-03-31 00:00:00;787266000.0;6933762000.0;0.09075499314657756;32256415744;1758155000.0;1512753000.0;0.0;4.493060159093733;Software - Application
AON;2025-03-31 00:00:00;4138000000.0;24636000000.0;0.13327917510959572;76565848064;964000000.0;17986000000.0;0.0;10.055929611767796;Insurance Brokers
AOS;2025-03-31 00:00:00;698000000.0;2124900000.0;0.2490088474751753;9728781312;173000000.0;;0.0;;Specialty Industrial Machinery
APA;2025-03-31 00:00:00;2233000000.0;10804000000.0;0.1478378690299889;7397322240;67000000.0;;0.0;;Oil & Gas E&P
APD;2025-03-31 00:00:00;2090200000.0;30561300000.0;0.057094297945440804;65060741120;1491400000.0;;0.0;;Specialty Chemicals
APG;2025-03-31 00:00:00;463000000.0;5736000000.0;0.06189259048117155;14251722752;460000000.0;3938000000.0;0.0;6.311657551815766;Engineering & Construction
APH;2025-03-31 00:00:00;3567500000.0;17468100000.0;0.16240425904935282;117827141632;1657200000.0;;0.0;;Electronic Components
APLS;2025-03-31 00:00:00;-177874000.0;617638000.0;-0.1727944200324462;2248450816;358393000.0;;0.0;;Biotechnology
APO;2025-03-31 00:00:00;6773000000.0;27159000000.0;0.21513146809529068;82872344576;13300000000.0;;1398000000.0;;Asset Management
APP;2025-03-31 00:00:00;2223420000.0;4285385000.0;0.5171028702251956;116658921472;551024000.0;;0.0;;Advertising Agencies
APPF;2025-03-31 00:00:00;135337000.0;462119000.0;0.1757170772030581;8756030464;56933000.0;;0.0;;Software - Application
APTV;2025-03-31 00:00:00;2502000000.0;16848000000.0;0.11354978311965813;15558985728;1100000000.0;8666000000.0;0.0;1.6762535798319327;Auto Parts
AR;2025-03-31 00:00:00;319867000.0;8503754000.0;0.022568879579536284;11371498496;;4155606000.0;0.0;;Oil & Gas E&P
ARE;2025-03-31 00:00:00;526093000.0;30555481000.0;0.010330578661157388;13323611136;476430000.0;14235206000.0;0.0;0.7932276679265368;REIT - Office
ARES;2025-03-31 00:00:00;2107080000.0;15664025000.0;0.11693616201710606;57183805440;1802811000.0;;1459918000.0;;Asset Management
ARMK;2025-03-31 00:00:00;819460000.0;9552951000.0;0.06411009955562422;11208776704;920455000.0;;0.0;;Specialty Business Services
ARW;2025-03-31 00:00:00;733806000.0;8768493000.0;0.06701076383410469;6847368192;231882000.0;;0.0;;Electronics & Computer Distribution
AS;2025-03-31 00:00:00;516200000.0;6146800000.0;0.051213039435153256;20973875200;422100000.0;;0.0;;Leisure
ASH;2025-03-31 00:00:00;-158000000.0;3945000000.0;-0.02403041825095057;2466132224;168000000.0;;0.0;;Specialty Chemicals
ATI;2025-03-31 00:00:00;642900000.0;3766000000.0;0.13557576261285184;12390002688;475800000.0;;0.0;;Metal Fabrication
ATO;2025-03-31 00:00:00;1578965000.0;21644429000.0;0.05955674612136915;24141635584;543504000.0;;0.0;;Utilities - Regulated Gas
ATR;2025-03-31 00:00:00;516536000.0;3544109000.0;0.1143511987153894;10569814016;125839000.0;;0.0;;Medical Instruments & Supplies
AVB;2025-03-31 00:00:00;1377253000.0;20219720000.0;0.06809350280725945;28682881024;53255000.0;;0.0;;REIT - Residential
AVGO;2025-04-30 00:00:00;20766000000.0;136857000000.0;0.11719102742278437;1278403149824;9472000000.0;81018000000.0;0.0;19.574086292110056;Semiconductors
AVT;2025-03-31 00:00:00;596720000.0;7523896000.0;0.07293392842218979;4717811200;188912000.0;;0.0;;Electronics & Computer Distribution
AVTR;2025-03-31 00:00:00;1055700000.0;10204900000.0;0.08618051655577222;9369662464;315700000.0;;0.0;;Medical Instruments & Supplies
AVY;2025-03-31 00:00:00;1065400000.0;5629600000.0;0.13978189558760834;14246721536;195900000.0;;0.0;;Packaging & Containers
AWI;2025-03-31 00:00:00;396900000.0;1313100000.0;0.2316833851953393;7239247360;82800000.0;786300000.0;0.0;11.875405774278216;Building Products & Equipment
AWK;2025-03-31 00:00:00;1930000000.0;24965000000.0;0.05969509713599039;27500593152;114000000.0;;0.0;;Utilities - Regulated Water
AXON;2025-03-31 00:00:00;337162000.0;4562565000.0;0.04433848065726187;61519257600;1092938000.0;2873445000.0;0.0;22.112859473095096;Aerospace & Defense
AXP;2025-03-31 00:00:00;;83997000000.0;;222072700928;52406000000.0;;0.0;;Credit Services
AXS;2025-03-31 00:00:00;1041895000.0;6734734000.0;0.1367088300770305;7736328704;2757213000.0;;550000000.0;;Insurance - Specialty
AXTA;2025-03-31 00:00:00;761000000.0;5494000000.0;0.11037131780123771;6687905792;575000000.0;;0.0;;Specialty Chemicals
AYI;2025-05-31 00:00:00;553500000.0;3580700000.0;0.12051142011338566;9319084032;371800000.0;1245800000.0;0.0;3.4429689407765913;Electrical Equipment & Parts
AZEK;2025-03-31 00:00:00;237449000.0;1886543000.0;0.09775866542824625;7818464768;146719000.0;621913000.0;0.0;5.539710424565434;Building Products & Equipment
AZO;2025-05-31 00:00:00;3722083000.0;4878705000.0;0.6055208756774596;62600134656;268625000.0;;0.0;;Auto Parts
AZTA;2025-03-31 00:00:00;-64802000.0;1701492000.0;-0.030087464413585254;1534084352;253642000.0;154559000.0;0.0;0.8519969187620621;Medical Instruments & Supplies
BA;2025-03-31 00:00:00;-8892000000.0;50287000000.0;-0.17304963326505857;164765401088;10142000000.0;109224000000.0;6000000.0;-3.3762710003483534;Aerospace & Defense
BAC;2025-03-31 00:00:00;;620698000000.0;;355128147968;280861000000.0;;20499000000.0;;Banks - Diversified
BAH;2025-03-31 00:00:00;1409000000.0;5001000000.0;0.21694261147770447;13347501056;885000000.0;;0.0;;Consulting Services
BALL;2025-03-31 00:00:00;933000000.0;12218000000.0;0.0580495067114094;16301080576;449000000.0;;0.0;;Packaging & Containers
BAX;2025-03-31 00:00:00;48000000.0;17155000000.0;0.0022185457301078402;15733945344;2294000000.0;;0.0;;Medical Instruments & Supplies
BBWI;2025-04-30 00:00:00;1357000000.0;2435000000.0;0.4306326648870636;7091117568;636000000.0;;0.0;;Specialty Retail
BBY;2025-04-30 00:00:00;1243000000.0;3926000000.0;0.2340025068772287;15267707904;1147000000.0;;0.0;;Specialty Retail
BC;2025-03-31 00:00:00;272100000.0;4356300000.0;0.04373156621444804;3894368768;286700000.0;;0.0;;Recreational Vehicles
BDX;2025-03-31 00:00:00;2281000000.0;44511000000.0;0.045612671856395046;50050183168;667000000.0;;0.0;;Medical Instruments & Supplies
BEN;2025-03-31 00:00:00;704400000.0;24549600000.0;0.019762256818848373;12875264000;3539100000.0;;0.0;;Asset Management
BEPC;2025-03-31 00:00:00;1795000000.0;15547000000.0;0.06927381488390043;5965987328;614000000.0;;;;Utilities - Renewable
BF-A;2025-04-30 00:00:00;1203000000.0;6726000000.0;0.1438019625334523;13401905152;444000000.0;;0.0;;Beverages - Wineries & Distilleries
BF-B;2025-04-30 00:00:00;1203000000.0;6726000000.0;0.1438019625334523;13523421184;444000000.0;;0.0;;Beverages - Wineries & Distilleries
BFAM;2025-03-31 00:00:00;268954000.0;2221716000.0;0.08733127829029452;6730709504;112047000.0;2063721000.0;0.0;24.924676546611266;Personal Services
BG;2025-03-31 00:00:00;1906000000.0;17295000000.0;0.08730648175773345;15161288704;3245000000.0;6282000000.0;0.0;1.0633531143217843;Farm Products
BHF;2025-03-31 00:00:00;834000000.0;8394000000.0;0.09003285346676197;2991582976;4667000000.0;;0.0;;Insurance - Life
BIIB;2025-03-31 00:00:00;1993500000.0;23276500000.0;0.0722972517131012;19702155264;2598300000.0;;0.0;;Drug Manufacturers - General
BILL;2025-03-31 00:00:00;60230000.0;5583644000.0;0.010102198750493407;4983415808;1047737000.0;5423557000.0;0.0;4.125945343030111;Software - Application
BIO;2025-03-31 00:00:00;-2701600000.0;7881300000.0;-0.26973425967797193;6757925376;521400000.0;;0.0;;Medical Devices
BIRK;2025-03-31 00:00:00;473647000.0;1200595000.0;0.2632862594172056;8890015744;235399000.0;1823114000.0;;;Footwear & Accessories
BJ;2025-04-30 00:00:00;813286000.0;2520465000.0;0.24125743845837969;14213969920;39484000.0;;0.0;;Discount Stores
BK;2025-03-31 00:00:00;;70531000000.0;;66313576448;116545000000.0;;5331000000.0;;Banks - Diversified
BKNG;2025-03-31 00:00:00;8476000000.0;9912000000.0;0.6889383785310734;185913475072;15578000000.0;23523000000.0;0.0;94.51625575597356;Travel Services
BKR;2025-03-31 00:00:00;3393000000.0;23066000000.0;0.13643093249804908;39738982400;3277000000.0;12914000000.0;0.0;2.959191481122943;Oil & Gas Equipment & Services
BLD;2025-03-31 00:00:00;870665000.0;3481403000.0;0.18562324718655093;10202343424;308811000.0;1701034000.0;0.0;4.883420013593851;Engineering & Construction
BLDR;2025-03-31 00:00:00;1406093000.0;8853664000.0;0.12301636665565803;14061928448;115371000.0;5456745000.0;0.0;4.003635362683605;Building Products & Equipment
BLK;2025-03-31 00:00:00;8757000000.0;60385000000.0;0.11402140420634263;166548553728;7747000000.0;;0.0;;Asset Management
BMRN;2025-03-31 00:00:00;685960000.0;6389109000.0;0.08341352465265502;11121090560;1048803000.0;;0.0;;Biotechnology
BMY;2025-03-31 00:00:00;8124000000.0;67100000000.0;0.10777242706408345;95730163712;10875000000.0;;0.0;;Drug Manufacturers - General
BOKF;2025-03-31 00:00:00;;9023862000.0;;6677444096;1416695000.0;;0.0;;Banks - Regional
BPOP;2025-03-31 00:00:00;;6810701000.0;;7840376320;6575193000.0;;22143000.0;;Banks - Regional
BR;2025-03-31 00:00:00;1139100000.0;5816000000.0;0.15483514451513067;27900985344;317200000.0;4692000000.0;0.0;19.359551307243965;Information Technology Services
BRBR;2025-03-31 00:00:00;434100000.0;699600000.0;0.4658291359348199;7303597056;28100000.0;;0.0;;Packaged Foods
BRK-B;2025-03-31 00:00:00;104959000000.0;780398000000.0;0.10967920823220972;1029721358336;42180000000.0;;0.0;;Insurance - Diversified
BRKR;2025-03-31 00:00:00;216400000.0;3931000000.0;0.033029763418977356;6418895360;184200000.0;;0.0;;Medical Devices
BRO;2025-03-31 00:00:00;1565000000.0;10627000000.0;0.11244422649854145;35372871680;669000000.0;5531000000.0;0.0;6.135797342584562;Insurance Brokers
BROS;2025-03-31 00:00:00;111579000.0;882457000.0;0.10966733416132457;10870615040;316441000.0;1811884000.0;0.0;-17.733871638177707;Restaurants
BRX;2025-03-31 00:00:00;538698000.0;8057889000.0;0.04011209387471086;7807590912;106534000.0;;0.0;;REIT - Retail
BSX;2025-03-31 00:00:00;2797000000.0;33395000000.0;0.06841632022757897;151510482944;725000000.0;12401000000.0;0.0;6.975941937658272;Medical Devices
BSY;2025-03-31 00:00:00;334211000.0;2341890000.0;0.11668079512188873;16958997504;83637000.0;2087625000.0;0.0;50.189100697835464;Software - Application
BURL;2025-04-30 00:00:00;766730000.0;3004074000.0;0.1923084517325472;15744547840;371092000.0;;0.0;;Apparel Retail
BWA;2025-03-31 00:00:00;578000000.0;9582000000.0;0.04652652682112293;7738538496;1707000000.0;4551000000.0;0.0;1.148491910952805;Auto Parts
BWXT;2025-03-31 00:00:00;390034000.0;2298148000.0;0.1394176528587367;12550219776;55435000.0;;0.0;;Aerospace & Defense
BX;2025-03-31 00:00:00;;20432679000.0;;189688512512;2386979000.0;;0.0;;Asset Management
BXP;2025-03-31 00:00:00;711159000.0;20991634000.0;0.020326926431739424;12071547904;398126000.0;;0.0;;REIT - Office
BYD;2025-03-31 00:00:00;910219000.0;4865726000.0;0.14219259468494527;6620514816;311503000.0;;0.0;;Resorts & Casinos
C;2025-03-31 00:00:00;;538881000000.0;;159821660160;308331000000.0;;18350000000.0;;Banks - Diversified
CACC;2025-03-31 00:00:00;379100000.0;8416100000.0;0.03393562336474139;6100307968;528800000.0;;0.0;;Credit Services
CACI;2025-03-31 00:00:00;755258000.0;6816602000.0;0.08547910167734599;10750300160;223897000.0;;0.0;;Information Technology Services
CAG;2025-02-28 00:00:00;685100000.0;16924200000.0;0.02428829723118375;9857524736;49400000.0;;0.0;;Packaged Foods
CAH;2025-03-31 00:00:00;2258000000.0;4731000000.0;0.35297728006763895;39250432000;3326000000.0;;0.0;;Medical Distribution
CAR;2025-03-31 00:00:00;-2790000000.0;20354000000.0;-0.09571753365431857;6282511872;516000000.0;28723000000.0;0.0;-0.8000142457659494;Rental & Leasing Services
CARR;2025-03-31 00:00:00;3114000000.0;25043000000.0;0.07460767479934513;64212520960;1698000000.0;;0.0;;Building Products & Equipment
CART;2025-03-31 00:00:00;455000000.0;3176000000.0;0.12139417191435768;12700401664;1558000000.0;;0.0;;Internet Retail
CASY;2025-04-30 00:00:00;796400000.0;6017215000.0;0.10151520263111755;19047825408;326662000.0;;0.0;;Specialty Retail
CAT;2025-03-31 00:00:00;12896000000.0;56655000000.0;0.18149705890036183;185440501760;3562000000.0;;0.0;;Farm & Heavy Construction Machinery
CAVA;2025-03-31 00:00:00;68604000.0;726174000.0;0.07463384808599592;10128346112;289350000.0;;0.0;;Restaurants
CB;2025-03-31 00:00:00;11227000000.0;80234000000.0;0.11598173569808311;112189407232;1972000000.0;;0.0;;Insurance - Property & Casualty
CBOE;2025-03-31 00:00:00;1193200000.0;5893600000.0;0.14290238244875797;24349960192;1047200000.0;1806500000.0;0.0;4.742605650624233;Financial Data & Stock Exchanges
CBRE;2025-03-31 00:00:00;1356000000.0;14931000000.0;0.07301966003616636;41701908480;1382000000.0;6730000000.0;0.0;4.3516548554732335;Real Estate Services
CBSH;2025-03-31 00:00:00;;3495530000.0;;8689644544;3273853000.0;;0.0;;Banks - Regional
CC;2025-03-31 00:00:00;324000000.0;4686000000.0;0.04148527528809219;2040056576;464000000.0;;0.0;;Specialty Chemicals
CCCS;2025-03-31 00:00:00;83456000.0;3162866000.0;0.02070226581587712;6399472128;130323000.0;1294898000.0;0.0;3.20247257681689;Software - Application
CCI;2025-03-31 00:00:00;-2980000000.0;23124000000.0;-0.10180764573603183;44669386752;60000000.0;;0.0;;REIT - Specialty
CCK;2025-03-31 00:00:00;1319000000.0;9130000000.0;0.1134760404162103;12584303616;779000000.0;;0.0;;Packaging & Containers
CCL;2025-05-31 00:00:00;4095000000.0;37262000000.0;0.10911962830765928;39103578112;2146000000.0;;0.0;;Travel Services
CDNS;2025-03-31 00:00:00;1537893000.0;7253416000.0;0.15906431181570171;88269012992;2777674000.0;3667032000.0;0.0;13.869925917079952;Software - Application
CDW;2025-03-31 00:00:00;1683100000.0;8176100000.0;0.15291443453480266;23788894208;471400000.0;7434500000.0;0.0;19.611619297609234;Information Technology Services
CE;2025-03-31 00:00:00;-479000000.0;17970000000.0;-0.015993322203672788;6603806720;951000000.0;;0.0;;Chemicals
CEG;2025-03-31 00:00:00;4144000000.0;21314000000.0;0.1605264355822464;98049368064;1846000000.0;;0.0;;Utilities - Renewable
CELH;2025-03-31 00:00:00;124569000.0;443114000.0;0.19192971612722684;11759758336;977285000.0;206945000.0;824488000.0;30.2333837301975;Beverages - Non-Alcoholic
CERT;2025-03-31 00:00:00;13367000.0;1379077000.0;0.005815628859012223;1849467520;179086000.0;440688000.0;0.0;1.6550415177073312;Health Information Services
CF;2025-03-31 00:00:00;2038000000.0;7752000000.0;0.22012161429308566;15734411264;1406000000.0;5313000000.0;0.0;4.092174581014304;Agricultural Inputs
CFG;2025-03-31 00:00:00;;35067000000.0;;20611336192;12226000000.0;;2113000000.0;;Banks - Regional
CFLT;2025-03-31 00:00:00;-408974000.0;2118427000.0;-0.18993264180262054;8669733888;278561000.0;1516343000.0;0.0;9.844754569662008;Software - Infrastructure
CFR;2025-03-31 00:00:00;;4191594000.0;;8774656000;7843708000.0;;145452000.0;;Banks - Regional
CG;2025-03-31 00:00:00;;15535200000.0;;20151388160;1761200000.0;;0.0;;Asset Management
CGNX;2025-03-31 00:00:00;126953000.0;1445628000.0;0.07296600025456065;5561367552;143744000.0;342769000.0;0.0;4.46121784722161;Scientific & Technical Instruments
CHD;2025-03-31 00:00:00;847600000.0;6756200000.0;0.09608307889050058;24144996352;1074500000.0;;0.0;;Household & Personal Products
CHDN;2025-03-31 00:00:00;859000000.0;5948700000.0;0.1084091298939264;7559811584;174200000.0;5554700000.0;0.0;13.304842632875747;Gambling
CHE;2025-03-31 00:00:00;412338000.0;1181762000.0;0.26232455619151746;6815883776;173882000.0;;0.0;;Medical Care Facilities
CHH;2025-03-31 00:00:00;503391000.0;1810887000.0;0.20968419088711776;6119179264;40054000.0;2329891000.0;0.0;-12.776238154295855;Lodging
CHRD;2025-03-31 00:00:00;1213297000.0;9417488000.0;0.09748955274357664;6249069056;35754000.0;2343770000.0;0.0;0.8789779404152657;Oil & Gas E&P
CHRW;2025-03-31 00:00:00;718861000.0;3124666000.0;0.18682997389544995;11674819584;129942000.0;;0.0;;Integrated Freight & Logistics
CHTR;2025-03-31 00:00:00;12784000000.0;111804000000.0;0.0896460219670137;56244281344;796000000.0;117237000000.0;0.0;-12.129454678455899;Telecom Services
CI;2025-03-31 00:00:00;8313000000.0;70674000000.0;0.09287143297393667;83348619264;8334000000.0;;0.0;;Healthcare Plans
CIEN;2025-04-30 00:00:00;249552000.0;4316735000.0;0.03986203464238597;11119929344;949771000.0;2057762000.0;0.0;3.46550841824714;Communication Equipment
CINF;2025-03-31 00:00:00;1830000000.0;14533000000.0;0.10253616046239593;22834450432;1010000000.0;;0.0;;Insurance - Property & Casualty
CIVI;2025-03-31 00:00:00;1519140000.0;11801000000.0;0.0976636710516058;2946818304;20000000.0;6077000000.0;0.0;0.5130254707520892;Oil & Gas E&P
CL;2025-03-31 00:00:00;4227000000.0;8632000000.0;0.37838505653382765;74672095232;1112000000.0;;0.0;;Household & Personal Products
CLF;2025-03-31 00:00:00;-1066000000.0;13855000000.0;-0.05790838224467701;4392545280;57000000.0;;0.0;;Steel
CLH;2025-03-31 00:00:00;676311000.0;5355141000.0;0.09643322099530152;12441183232;489417000.0;3673770000.0;0.0;5.731182976872915;Waste Management
CLVT;2025-03-31 00:00:00;-301400000.0;9548200000.0;-0.018939695439978217;3073891328;354000000.0;5971300000.0;0.0;0.7819815635096289;Information Technology Services
CLX;2025-03-31 00:00:00;1030000000.0;2564000000.0;0.3020326365054602;15524947968;226000000.0;;0.0;;Household & Personal Products
CMA;2025-03-31 00:00:00;;13616000000.0;;8293474304;5792000000.0;;394000000.0;;Banks - Regional
CMCSA;2025-03-31 00:00:00;22242000000.0;185760000000.0;0.1020732507751938;134413205504;8593000000.0;151078000000.0;0.0;3.1060243906181397;Telecom Services
CME;2025-03-31 00:00:00;4835500000.0;30450100000.0;0.12325339360133464;99325755392;1405300000.0;;0.0;;Financial Data & Stock Exchanges
CMG;2025-03-31 00:00:00;2024825000.0;3490872000.0;0.44156202316355336;74711113728;725597000.0;4665428000.0;0.0;-166.40965818259573;Restaurants
CMI;2025-03-31 00:00:00;4157000000.0;18412000000.0;0.17175440685422547;45562470400;1532000000.0;8789000000.0;0.0;4.084488606006275;Specialty Industrial Machinery
CMS;2025-03-31 00:00:00;1878000000.0;24966000000.0;0.06348506560922855;20750233600;465000000.0;;224000000.0;;Utilities - Regulated Electric
CNA;2025-03-31 00:00:00;1263000000.0;13253000000.0;0.07528044171131065;12196934656;483000000.0;;0.0;;Insurance - Property & Casualty
CNC;2025-03-31 00:00:00;5224000000.0;46236000000.0;0.08604855385413963;16221857792;14815000000.0;22751000000.0;0.0;0.4235472008355091;Healthcare Plans
CNH;2025-03-31 00:00:00;2796000000.0;33849000000.0;0.061832826730479476;17117191168;1695000000.0;29386000000.0;0.0;2.7796672893796686;Farm & Heavy Construction Machinery
CNM;2025-04-30 00:00:00;722000000.0;4007000000.0;0.13513850761167956;12302696448;8000000.0;;0.0;;Industrial Distribution
CNP;2025-03-31 00:00:00;2036000000.0;33142000000.0;0.05098274974352785;23367661568;1254000000.0;25692000000.0;0.0;2.6847037647058825;Utilities - Regulated Electric
CNXC;2025-05-31 00:00:00;597167000.0;9169456000.0;0.05459166115383508;3813018624;342759000.0;;0.0;;Information Technology Services
COF;2025-03-31 00:00:00;;104742000000.0;;139120607232;48573000000.0;;0.0;;Credit Services
COHR;2025-03-31 00:00:00;423497000.0;9084419000.0;0.02797077061284822;14051865600;890258000.0;;2461560000.0;;Scientific & Technical Instruments
COIN;2025-03-31 00:00:00;1669761000.0;14705330000.0;0.10501964871322167;90374430720;8051169000.0;;0.0;;Financial Data & Stock Exchanges
COKE;2025-03-31 00:00:00;789443000.0;3286363000.0;0.17737564717744206;9926064128;1151805000.0;;0.0;;Beverages - Non-Alcoholic
COLB;2025-03-31 00:00:00;;8216194000.0;;5284603904;2064067000.0;;0.0;;Banks - Regional
COLD;2025-03-31 00:00:00;9070000.0;6774531000.0;0.0012566427830945051;4693410304;38946000.0;3574745000.0;0.0;1.4491505638626474;REIT - Industrial
COLM;2025-03-31 00:00:00;272568000.0;1709767000.0;0.1190492172699555;3517556224;323339000.0;;0.0;;Apparel Manufacturing
COO;2025-04-30 00:00:00;735800000.0;10870300000.0;0.04449578620645245;14815835136;116200000.0;3222900000.0;0.0;1.908371778041115;Medical Instruments & Supplies
COP;2025-03-31 00:00:00;15452000000.0;89022000000.0;0.11559162445238254;120926257152;6309000000.0;;0.0;;Oil & Gas E&P
COR;2025-03-31 00:00:00;2609369000.0;8869044000.0;0.21800494623298747;57765068800;1978061000.0;;0.0;;Medical Distribution
COST;2025-05-31 00:00:00;10578000000.0;32842000000.0;0.2424079370927471;437197373440;13836000000.0;;0.0;;Discount Stores
COTY;2025-03-31 00:00:00;-147100000.0;7300500000.0;-0.020032257530306144;4309112320;243500000.0;;142400000.0;;Household & Personal Products
CPAY;2025-03-31 00:00:00;1795211000.0;11625239000.0;0.11168129344730031;23412973568;1554835000.0;10045096000.0;0.0;7.468305540900127;Software - Infrastructure
CPB;2025-04-30 00:00:00;950000000.0;10766000000.0;0.06610776983094928;9253954560;143000000.0;;0.0;;Packaged Foods
CPNG;2025-03-31 00:00:00;766000000.0;5930000000.0;0.07750421585160203;54450143232;6113000000.0;;0.0;;Internet Retail
CPRI;2025-03-31 00:00:00;52000000.0;1868000000.0;0.021991434689507493;2216952320;166000000.0;3519000000.0;0.0;-1.492897185185185;Luxury Goods
CPRT;2025-04-30 00:00:00;1643667000.0;8781193000.0;0.1512569047311681;46906064896;2366499000.0;;0.0;;Specialty Business Services
CPT;2025-03-31 00:00:00;259496000.0;8350627000.0;0.03045076553604897;12105814016;26182000.0;;0.0;;REIT - Residential
CR;2025-03-31 00:00:00;387700000.0;2004000000.0;0.15324713083832334;11012630528;435100000.0;;0.0;;Specialty Industrial Machinery
CRH;2025-03-31 00:00:00;5129000000.0;36789000000.0;0.10678522512163963;63730118656;3352000000.0;;1000000.0;;Building Materials
CRI;2025-03-31 00:00:00;233458000.0;1345573000.0;0.13986854224185533;1170126976;320794000.0;1099484000.0;0.0;2.064141941106013;Apparel Retail
CRL;2025-03-31 00:00:00;149252000.0;5705090000.0;0.015696719946574025;7779435520;229356000.0;3539991000.0;0.0;3.248937866863232;Diagnostics & Research
CRM;2025-04-30 00:00:00;7927000000.0;69101000000.0;0.09434243893720785;261609390080;10928000000.0;;0.0;;Software - Application
CROX;2025-03-31 00:00:00;1022962000.0;3451318000.0;0.23415401884149764;5973626880;166460000.0;;0.0;;Footwear & Accessories
CRUS;2025-03-31 00:00:00;445812000.0;1949449000.0;0.17037118693538533;5522785792;539620000.0;;0.0;;Semiconductors
CRWD;2025-04-30 00:00:00;-62769000.0;4195232000.0;-0.011819968478501308;126545698816;4614153000.0;4693951000.0;0.0;30.749053153567765;Software - Infrastructure
CSCO;2025-04-30 00:00:00;12140000000.0;75214000000.0;0.15056576328874943;271616393216;8161000000.0;53559000000.0;0.0;9.109752925140864;Communication Equipment
CSGP;2025-03-31 00:00:00;4700000.0;9548400000.0;0.00030062151774119225;34944901120;3680800000.0;;0.0;;Real Estate Services
CSL;2025-03-31 00:00:00;1140600000.0;4057000000.0;0.21898817140744392;17329987584;220200000.0;;0.0;;Building Products & Equipment
CSX;2025-03-31 00:00:00;5076000000.0;31296000000.0;0.12364137538343559;62724784128;1139000000.0;;0.0;;Railroads
CTAS;2025-02-28 00:00:00;2317050000.0;7069640000.0;0.26302544193905203;86931300352;243428000.0;;0.0;;Specialty Business Services
CTRA;2025-03-31 00:00:00;1716000000.0;18504000000.0;0.07614481063553827;19218911232;186000000.0;;0.0;;Oil & Gas E&P
CTSH;2025-03-31 00:00:00;3143000000.0;15499000000.0;0.15373222324020905;39785349120;1980000000.0;2181000000.0;0.0;2.6006895751078574;Information Technology Services
CTVA;2025-03-31 00:00:00;1805000000.0;28368000000.0;0.04656102104483926;52151894016;2008000000.0;6507000000.0;0.0;2.1849216144790313;Agricultural Inputs
CUBE;2025-03-31 00:00:00;479773000.0;6213787000.0;0.046326628189862315;9761746944;10751000.0;;0.0;;REIT - Industrial
CUZ;2025-03-31 00:00:00;184565000.0;7834493000.0;0.014134801064982763;4871852032;5330000.0;;0.0;;REIT - Office
CVNA;2025-03-31 00:00:00;1344000000.0;7145000000.0;0.14860181945416376;40454307840;1858000000.0;;0.0;;Auto & Truck Dealerships
CVS;2025-03-31 00:00:00;10212000000.0;141639000000.0;0.052621587613581;84680441856;10076000000.0;;0.0;;Healthcare Plans
CVX;2025-03-31 00:00:00;25855000000.0;178925000000.0;0.09020241246332263;265446932480;4638000000.0;;0.0;;Oil & Gas Integrated
CW;2025-03-31 00:00:00;592591000.0;3517776000.0;0.13209152056014936;18137223168;226459000.0;1818567000.0;0.0;9.418665713923687;Aerospace & Defense
CWEN;2025-03-31 00:00:00;288000000.0;9565000000.0;0.018065865133298484;6262124544;297000000.0;;0.0;;Utilities - Renewable
CWEN-A;2025-03-31 00:00:00;288000000.0;9565000000.0;0.018065865133298484;6255049216;297000000.0;;0.0;;Utilities - Renewable
CXT;2025-03-31 00:00:00;257200000.0;1911200000.0;0.1087999602344077;3254361856;173800000.0;826700000.0;0.0;2.5863163442740205;Specialty Industrial Machinery
CZR;2025-03-31 00:00:00;2281000000.0;16209000000.0;0.08443457338515639;6232800768;884000000.0;;0.0;;Resorts & Casinos
D;2025-03-31 00:00:00;4475000000.0;70477000000.0;0.0558325730380124;48029188096;355000000.0;;991000000.0;;Utilities - Regulated Electric
DAL;2025-03-31 00:00:00;5577000000.0;31271000000.0;0.13441923632119215;32987187200;3711000000.0;33504000000.0;0.0;22.31880054127199;Airlines
DAR;2025-03-31 00:00:00;385994000.0;8369933000.0;0.03643222233678573;5965757952;81471000.0;;0.0;;Packaged Foods
